class,top5_neurons,n_target_samples,target_prob_drop_pp,target_prob_drop_ci95_lo,target_prob_drop_ci95_hi,target_ci_excludes_zero,target_margin_drop,mean_non_target_prob_drop_pp,mean_abs_non_target_prob_drop_pp,non_target_denom_ci95_lo,non_target_denom_ci95_hi,n_resolvable_non_target,selectivity_ratio,selectivity_undefined_reason,causally_class_selective,legacy_acc_target_drop_pp,legacy_acc_mean_abs_non_target_drop_pp
anger,"[20, 3, 39, 27, 53]",24,4.3285701590451175,3.1196798376893224,5.5637715764851485,True,0.21636590485771498,0.4059667381694422,0.4059667381694422,0.3099117721453177,0.5126064920053195,3,10.662376377343657,,True,0.0,0.8333333333333315
disgust,"[62, 9, 32, 6, 36]",24,2.30003233152631,1.7365394271635524,2.8406875645840657,True,0.10556787128249805,0.7332471282438455,0.7332471282438455,0.5637224123474965,0.9396546330222696,3,3.136776460393338,,True,4.166666666666657,0.0
fear,"[38, 11, 55, 8, 54]",24,0.6386846017341555,0.141157203415417,1.0949981194264484,True,0.010105287035306295,0.5831966476903021,0.5831966476903021,0.41198367542592523,0.7536947890768857,4,1.0951445010248404,,False,0.0,1.6666666666666685
happiness,"[63, 22, 36, 58, 24]",24,2.0432582407751743,1.108598464175563,2.9500684624551203,True,0.08731011565153797,0.8225073759083672,0.8225073759083672,0.6575220679893199,0.9933153456071013,4,2.484182270728727,,False,4.166666666666686,1.666666666666663
sadness,"[54, 15, 43, 61, 60]",24,4.0640982197826006,2.9770943966202847,5.147657125156619,True,0.1648250729776919,0.7909668472370468,0.7909668472370468,0.6148770724044587,1.0069684210874355,3,5.138139776627858,,True,0.0,1.666666666666663
surprise,"[13, 28, 38, 42, 53]",24,2.288196241053447,1.4844498338333683,3.0590366629880843,True,0.18164660533269247,0.5159844219639759,0.5159844219639759,0.3496920852988936,0.6793388289615934,4,4.434622720476628,,True,4.166666666666657,1.6666666666666685
